"scenario","policy","policy_param","crit","metric","currency","value"
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","mean",667.376
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","median",649
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q25",364
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q025",186.9
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q75",922
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q975",1347.05
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","mean",273.091
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","median",259.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q25",151
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q025",74
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q75",382
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q975",551.225
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","mean",5961.6901693
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","median",5581.8255
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q25",3331.784675
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q025",1609.47684
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q75",8314.1296
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q975",12127.083005
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","mean",394.282
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","median",382.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","q25",219
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","q025",107.975
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","q75",540
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","q975",805.025
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","mean",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","q75",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died","q975",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","mean",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","q75",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_died_ly","q975",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","mean",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","q75",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","int_surv","q975",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","mean",11225.1106614213
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","median",10746.8243287463
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","q25",6621.06928606321
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","q025",3592.64457973403
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","q75",15170.8316369371
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","occupancy","q975",22058.4929157038
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","mean",38.459
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","q75",2
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died","q975",338.05
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","mean",994.923424
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","q75",41.8697
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_died_ly","q975",8903.9546675
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","mean",0.386
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","median",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","q25",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","q025",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","q75",0
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","rej_surv","q975",4.02499999999998
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","mean",311.55
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","median",260.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","q25",151
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","q025",74
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","q75",387.25
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died","q975",873.15
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","mean",6956.6135933
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","median",5581.8255
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","q25",3331.784675
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","q025",1609.47684
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","q75",8446.1616
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_died_ly","q975",20423.69787
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","mean",394.668
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","median",382.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","q25",219
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","q025",107.975
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","q75",540
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","tot_surv","q975",806.1
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","mean",649.716
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","median",627.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","q25",352.75
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","q025",179.95
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","q75",895.25
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_FALSE","admitted","q975",1324.025
