"scenario","policy","policy_param","crit","metric","currency","value"
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","mean",699.147
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","median",649
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q25",364
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q025",186.9
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q75",922
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","admitted","q975",1651.025
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","mean",285.793
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","median",259.5
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q25",151
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q025",74
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q75",383
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died","q975",677.1
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","mean",6239.3143399
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","median",5611.9305
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q25",3331.784675
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q025",1609.47684
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q75",8377.716925
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_died_ly","q975",14867.7876375
"cyclical",1,NA,"TRUE_TRUE_TRUE_TRUE_TRUE_TRUE","dch_surv","mean",413.351
